1,36.576
2,37.265
3,37.985
4,38.741
5,39.505
6,40.286
7,41.079
8,41.857
9,42.606
10,43.325
11,43.997
12,44.614
13,45.167
14,45.644
15,45.72
16,45.72
17,45.72
18,45.72
19,45.72
20,45.72
21,45.72
22,45.72
23,45.72
24,45.72
25,45.72
26,45.72
27,45.72
28,45.72
29,45.72
30,45.72
31,45.72
32,45.72
33,45.72
34,45.72
35,45.72
36,45.72
37,45.72
38,45.72
39,45.72
40,45.72
41,45.72
42,45.72
43,45.72
44,45.72
45,45.72
46,45.72
47,45.72
48,45.72
49,45.72
50,45.72
51,45.72
52,45.72
53,45.72
54,45.72
55,45.72
56,45.72
57,45.72
58,45.72
59,45.72
60,45.72
61,45.72
62,45.72
63,45.72
64,45.72
65,45.72
66,45.72
67,45.72
68,45.72
69,45.72
70,45.72
71,45.72
72,45.72
73,45.72
74,45.72
75,45.72
76,45.72
77,45.72
78,45.72
79,45.72
80,45.72
81,45.72
82,45.72
83,45.72
84,45.72
85,45.72
86,45.72
87,45.72
88,45.72
89,45.72
90,45.72
91,45.72
92,45.72
93,45.72
94,45.72
95,45.72
96,45.72
97,45.72
98,45.72
99,45.72
100,45.72
101,45.72
102,45.72
103,45.72
104,45.72
105,45.72
106,45.72
107,45.72
108,45.72
109,45.72
110,45.72
111,45.72
112,45.72
113,45.72
114,45.72
115,45.72
116,45.72
117,45.72
118,45.72
119,45.72
120,45.72
121,45.72
122,45.72
123,45.72
124,45.72
125,45.72
126,45.72
127,45.72
128,45.72
129,45.72
130,45.72
131,45.72
132,45.72
133,45.72
134,45.72
135,45.72
136,45.72
137,45.72
138,45.72
139,45.72
140,45.72
141,45.72
142,45.72
143,45.72
144,45.72
145,45.72
146,45.72
147,45.72
148,45.72
149,45.72
150,45.72
151,45.72
152,45.72
153,45.72
154,45.72
155,45.72
156,45.72
157,45.72
158,45.72
159,45.72
160,45.72
161,45.72
162,45.72
163,45.72
164,45.72
165,45.72
166,45.72
167,45.72
168,45.72
169,45.72
170,45.72
171,45.72
172,45.72
173,45.72
174,45.72
175,45.72
176,45.72
177,45.72
178,45.72
179,45.72
180,45.72
181,45.72
182,45.72
183,45.72
184,45.72
185,45.72
186,45.72
187,45.72
188,45.72
189,45.72
190,45.72
191,45.72
192,45.72
193,45.72
194,45.72
195,45.72
196,45.72
197,45.72
198,45.72
199,45.72
200,45.72
201,45.72
202,45.72
203,45.72
204,45.72
205,45.72
206,45.72
207,45.72
208,45.72
209,45.72
210,45.72
211,45.72
212,45.72
213,45.72
214,45.72
215,45.72
216,45.72
217,45.72
218,45.72
219,45.72
