1,92.944
2,93.525
3,94.188
4,94.841
5,95.488
6,96.087
7,96.642
8,97.163
9,97.58
10,98.011
11,98.426
12,98.673
13,98.835
14,99.135
15,116.655
16,114.474
17,112.333
18,109.142
19,108.393
20,106.021
21,104.949
22,107.121
23,106.361
24,107.963
25,109.83
26,111.193
27,113.156
28,114.792
29,116.155
30,117.189
31,117.97
32,118.669
33,117.669
34,117.723
35,117.686
36,116.639
37,115.135
38,114.646
39,113.766
40,113.138
41,112.214
42,113.324
43,114.423
44,114.874
45,115.235
46,117.788
47,120.007
48,121.994
49,123.426
50,124.743
51,125.358
52,126.165
53,126.691
54,126.909
55,126.903
56,126.505
57,125.929
58,125.228
59,124.249
60,122.741
61,120.697
62,118.927
63,116.986
64,115.451
65,113.036
66,110.693
67,109.566
68,108.765
69,109.158
70,108.667
71,109.428
72,110.965
73,110.219
74,113.03
75,114.108
76,115.198
77,115.899
78,116.769
79,117.132
80,117.353
81,117.429
82,116.112
83,116.01
84,114.651
85,115.142
86,112.707
87,112.517
88,112.934
89,111.989
90,112.513
91,113.003
92,114.29
93,116.79
94,118.183
95,120.263
96,122.417
97,123.256
98,125.084
99,125.8
100,126.351
101,126.89
102,127.012
103,126.828
104,126.437
105,125.888
106,125.213
107,123.863
108,122.204
109,120.483
110,118.593
111,116.333
112,115.399
113,112.934
114,110.137
115,108.636
116,109.214
117,109.954
118,108.347
119,108.494
120,110.222
121,110.463
122,111.371
123,113.238
124,114.742
125,114.02
126,114.517
127,115.414
128,115.996
129,116.203
130,115.255
131,115.102
132,114.476
133,113.078
134,113.37
135,113.705
136,112.428
137,112.924
138,114.206
139,114.641
140,115.407
141,116.167
142,117.632
143,119.769
144,121.66
145,123.307
146,124.618
147,125.5
148,126.26
149,126.743
150,127.006
151,126.942
152,126.659
153,125.957
154,125.093
155,123.779
156,122.36
157,120.541
158,117.992
159,115.867
160,113.207
161,111.743
162,110.667
163,109.814
164,108.548
165,109.867
166,111.137
167,109.373
168,111.51
169,112.069
170,114.056
171,114.068
172,115.214
173,115.29
174,116.906
175,116.213
176,116.84
177,115.86
178,116.004
179,115.569
180,115.104
181,114.157
182,113.224
183,113.2
184,113.249
185,113.36
186,111.764
187,114.655
188,115.79
189,116.583
190,117.356
191,119.547
192,121.148
193,123.357
194,123.911
195,125.202
196,126.075
197,126.643
198,126.617
199,126.586
200,126.221
201,125.69
202,124.573
203,123.267
204,120.294
205,118.317
206,115.589
207,112.758
208,109.281
209,107.912
210,104.304
211,103.522
212,104.231
213,102.066
214,103.473
215,102.732
216,106.119
217,108.584
218,109.886
219,111.142
220,111.716
221,112.775
222,115.549
223,115.503
224,113.933
225,114.226
226,114.442
227,114.15
228,114.463
229,114.049
230,112.152
231,112.561
232,112.507
233,113.15
234,114.175
235,114.441
236,115.766
237,116.823
238,118.605
239,119.883
240,120.678
241,122.083
242,123.621
243,124.216
244,125.19
245,125.479
246,125.886
247,126.373
248,126.417
249,126.222
250,125.976
251,125.392
252,124.303
253,123.381
254,121.475
255,119.87
256,117.994
257,115.481
258,113.423
259,113.216
260,111.129
261,110.755
