1,-406.8
2,-403.2
3,-399.6
4,-396.0
5,-392.4
6,-388.8
7,-385.2
8,-381.6
9,-378.0
10,-378.0
11,-374.4
12,-370.8
13,-370.8
14,-370.8
15,-237.6
16,-259.2
17,-277.2
18,-302.4
19,-306.0
20,-324.0
21,-331.2
22,-316.8
23,-320.4
24,-309.6
25,-295.2
26,-284.4
27,-270.0
28,-255.6
29,-241.2
30,-234.0
31,-223.2
32,-216.0
33,-226.8
34,-226.8
35,-226.8
36,-237.6
37,-252.0
38,-255.6
39,-262.8
40,-270.0
41,-277.2
42,-266.4
43,-259.2
44,-255.6
45,-252.0
46,-226.8
47,-201.6
48,-180.0
49,-158.4
50,-140.4
51,-129.6
52,-115.2
53,-104.4
54,-97.2
55,-97.2
56,-108.0
57,-118.8
58,-133.2
59,-147.6
60,-169.2
61,-194.4
62,-216.0
63,-234.0
64,-248.4
65,-270.0
66,-288.0
67,-298.8
68,-306.0
69,-302.4
70,-306.0
71,-298.8
72,-288.0
73,-291.6
74,-270.0
75,-262.8
76,-252.0
77,-244.8
78,-237.6
79,-234.0
80,-230.4
81,-230.4
82,-241.2
83,-244.8
84,-255.6
85,-252.0
86,-273.6
87,-273.6
88,-270.0
89,-280.8
90,-273.6
91,-270.0
92,-259.2
93,-237.6
94,-223.2
95,-201.6
96,-172.8
97,-162.0
98,-133.2
99,-122.4
100,-111.6
101,-97.2
102,-97.2
103,-100.8
104,-108.0
105,-118.8
106,-133.2
107,-154.8
108,-176.4
109,-198.0
110,-219.6
111,-241.2
112,-248.4
113,-270.0
114,-295.2
115,-306.0
116,-302.4
117,-295.2
118,-306.0
119,-306.0
120,-291.6
121,-291.6
122,-284.4
123,-270.0
124,-255.6
125,-262.8
126,-259.2
127,-248.4
128,-244.8
129,-241.2
130,-252.0
131,-252.0
132,-259.2
133,-270.0
134,-266.4
135,-266.4
136,-277.2
137,-270.0
138,-259.2
139,-255.6
140,-248.4
141,-241.2
142,-226.8
143,-205.2
144,-183.6
145,-162.0
146,-140.4
147,-126.0
148,-111.6
149,-100.8
150,-97.2
151,-97.2
152,-104.4
153,-118.8
154,-133.2
155,-154.8
156,-176.4
157,-198.0
158,-223.2
159,-244.8
160,-270.0
161,-280.8
162,-288.0
163,-295.2
164,-306.0
165,-295.2
166,-284.4
167,-298.8
168,-284.4
169,-277.2
170,-262.8
171,-262.8
172,-252.0
173,-252.0
174,-234.0
175,-241.2
176,-237.6
177,-244.8
178,-244.8
179,-248.4
180,-252.0
181,-259.2
182,-270.0
183,-270.0
184,-270.0
185,-266.4
186,-280.8
187,-255.6
188,-244.8
189,-237.6
190,-230.4
191,-208.8
192,-190.8
193,-162.0
194,-151.2
195,-133.2
196,-115.2
197,-104.4
198,-104.4
199,-104.4
200,-111.6
201,-122.4
202,-144.0
203,-162.0
204,-201.6
205,-219.6
206,-248.4
207,-273.6
208,-298.8
209,-309.6
210,-334.8
211,-342.0
212,-338.4
213,-352.8
214,-342.0
215,-345.6
216,-324.0
217,-306.0
218,-295.2
219,-284.4
220,-280.8
221,-273.6
222,-248.4
223,-248.4
224,-262.8
225,-259.2
226,-259.2
227,-259.2
228,-259.2
229,-262.8
230,-277.2
231,-273.6
232,-273.6
233,-270.0
234,-259.2
235,-259.2
236,-244.8
237,-237.6
238,-219.6
239,-205.2
240,-194.4
241,-176.4
242,-158.4
243,-147.6
244,-133.2
245,-126.0
246,-118.8
247,-111.6
248,-108.0
249,-111.6
250,-118.8
251,-129.6
252,-147.6
253,-162.0
254,-187.2
255,-205.2
256,-223.2
257,-248.4
258,-266.4
259,-270.0
260,-284.4
261,-288.0
262,-288.0
263,-291.6
264,-295.2
265,-277.2
266,-291.6
267,-270.0
268,-266.4
269,-259.2
270,-252.0
271,-262.8
272,-255.6
273,-255.6
274,-266.4
275,-259.2
276,-259.2
277,-259.2
278,-259.2
279,-255.6
280,-252.0
281,-248.4
282,-234.0
283,-230.4
284,-219.6
285,-205.2
286,-187.2
287,-183.6
288,-172.8
289,-158.4
290,-140.4
291,-133.2
292,-133.2
293,-122.4
294,-115.2
295,-108.0
296,-108.0
297,-108.0
298,-111.6
299,-118.8
300,-122.4
301,-136.8
302,-154.8
303,-169.2
304,-183.6
305,-205.2
306,-216.0
307,-230.4
308,-244.8
309,-255.6
310,-259.2
311,-270.0
312,-270.0
313,-270.0
314,-266.4
315,-259.2
316,-255.6
317,-252.0
318,-241.2
319,-234.0
320,-234.0
321,-234.0
322,-234.0
323,-237.6
324,-234.0
325,-244.8
326,-255.6
327,-252.0
328,-266.4
329,-252.0
330,-262.8
331,-248.4
332,-230.4
333,-223.2
334,-212.4
335,-187.2
336,-172.8
337,-151.2
338,-136.8
339,-122.4
340,-108.0
341,-100.8
342,-100.8
343,-97.2
344,-104.4
345,-115.2
346,-129.6
347,-144.0
348,-165.6
349,-190.8
350,-212.4
